[smileys_emotion]
😀;grinende ansigt;glad|grinende ansigt|smilende ansigt|smiley
	👨🏾;mand: medium til mørk teint;mand|mand: medium til mørk teint|medium til mørk teint|menneske|person
	👨🏿;mand: mørk teint;mand|mand: mørk teint|menneske|mørk teint|person
🧔;person med skæg;fuldskæg|person|person med skæg|skæg
	🧔🏻;person med skæg: lys teint;fuldskæg|lys teint|person|person med skæg|person med skæg: lys teint|skæg
	🧔🏼;person med skæg: medium til lys teint;fuldskæg|medium til lys teint|person|person med skæg|person med skæg: medium til lys teint|skæg
	🧔🏽;person med skæg: medium teint;fuldskæg|medium teint|person|person med skæg|person med skæg: medium teint|skæg
	🧔🏾;person med skæg: medium til mørk teint;fuldskæg|medium til mørk teint|person|person med skæg|person med skæg: medium til mørk teint|skæg
	🧔🏿;person med skæg: mørk teint;fuldskæg|mørk teint|person|person med skæg|person med skæg: mørk teint|skæg
🧔‍♂️;mand med skæg;fuldskæg|mand|mand med skæg|skæg
	🧔🏻‍♂️;mand med skæg: lys teint;fuldskæg|lys teint|mand|mand med skæg|mand med skæg: lys teint|skæg
	🧔🏼‍♂️;mand med skæg: medium til lys teint;fuldskæg|mand|mand med skæg|mand med skæg: medium til lys teint|medium til lys teint|skæg
	🧔🏽‍♂️;mand med skæg: medium teint;fuldskæg|mand|mand med skæg|mand med skæg: medium teint|medium teint|skæg
	🧔🏾‍♂️;mand med skæg: medium til mørk teint;fuldskæg|mand|mand med skæg|mand med skæg: medium til mørk teint|medium til mørk teint|skæg
	🧔🏿‍♂️;mand med skæg: mørk teint;fuldskæg|mand|mand med skæg|mand med skæg: mørk teint|mørk teint|skæg
🧔‍♀️;kvinde med skæg;fuldskæg|kvinde|kvinde med skæg|skæg
	🧔🏻‍♀️;kvinde med skæg: lys teint;fuldskæg|kvinde|kvinde med skæg|kvinde med skæg: lys teint|lys teint|skæg
	🧔🏼‍♀️;kvinde med skæg: medium til lys teint;fuldskæg|kvinde|kvinde med skæg|kvinde med skæg: medium til lys teint|medium til lys teint|skæg
	🧔🏽‍♀️;kvinde med skæg: medium teint;fuldskæg|kvinde|kvinde med skæg|kvinde med skæg: medium teint|medium teint|skæg
	🧔🏾‍♀️;kvinde med skæg: medium til mørk teint;fuldskæg|kvinde|kvinde med skæg|kvinde med skæg: medium til mørk teint|medium til mørk teint|skæg
	🧔🏿‍♀️;kvinde med skæg: mørk teint;fuldskæg|kvinde|kvinde med skæg|kvinde med skæg: mørk teint|mørk teint|skæg
👨‍🦰;mand: rødt hår;mand|mand: rødt hår|menneske|person|rødt hår
	👨🏻‍🦰;mand: lys teint og rødt hår;lys teint|mand|mand: lys teint og rødt hår|menneske|person|rødt hår
	👨🏼‍🦰;mand: medium til lys teint og rødt hår;mand|mand: medium til lys teint og rødt hår|medium til lys teint|menneske|person|rødt hår
	👨🏽‍🦰;mand: medium teint og rødt hår;mand|mand: medium teint og rødt hår|medium teint|menneske|person|rødt hår
	👨🏾‍🦰;mand: medium til mørk teint og rødt hår;mand|mand: medium til mørk teint og rødt hår|medium til mørk teint|menneske|person|rødt hår
	👨🏿‍🦰;mand: mørk teint og rødt hår;mand|mand: mørk teint og rødt hår|menneske|mørk teint|person|rødt hår
👨‍🦱;mand: krøllet hår;krøllet hår|mand|mand: krøllet hår|menneske|person
	👨🏻‍🦱;mand: lys teint og krøllet hår;krøllet hår|lys teint|mand|mand: lys teint og krøllet hår|menneske|person
	👨🏼‍🦱;mand: medium til lys teint og krøllet hår;krøllet hår|mand|mand: medium til lys teint og krøllet hår|medium til lys teint|menneske|person
	👨🏽‍🦱;mand: medium teint og krøllet hår;krøllet hår|mand|mand: medium teint og krøllet hår|medium teint|menneske|person
	👨🏾‍🦱;mand: medium til mørk teint og krøllet hår;krøllet hår|mand|mand: medium til mørk teint og krøllet hår|medium til mørk teint|menneske|person
	👨🏿‍🦱;mand: mørk teint og krøllet hår;krøllet hår|mand|mand: mørk teint og krøllet hår|menneske|mørk teint|person
👨‍🦳;mand: hvidt hår;hvidt hår|mand|mand: hvidt hår|menneske|person
	👨🏻‍🦳;mand: lys teint og hvidt hår;hvidt hår|lys teint|mand|mand: lys teint og hvidt hår|menneske|person
	👨🏼‍🦳;mand: medium til lys teint og hvidt hår;hvidt hår|mand|mand: medium til lys teint og hvidt hår|medium til lys teint|menneske|person
	👨🏽‍🦳;mand: medium teint og hvidt hår;hvidt hår|mand|mand: medium teint og hvidt hår|medium teint|menneske|person
	👨🏾‍🦳;mand: medium til mørk teint og hvidt hår;hvidt hår|mand|mand: medium til mørk teint og hvidt hår|medium til mørk teint|menneske|person
	👨🏿‍🦳;mand: mørk teint og hvidt hår;hvidt hår|mand|mand: mørk teint og hvidt hår|menneske|mørk teint|person
👨‍🦲;mand: skaldet;mand|mand: skaldet|menneske|person|skaldet
	👨🏻‍🦲;mand: lys teint og skaldet;lys teint|mand|mand: lys teint og skaldet|menneske|person|skaldet
	👨🏼‍🦲;mand: medium til lys teint og skaldet;mand|mand: medium til lys teint og skaldet|medium til lys teint|menneske|person|skaldet
	👨🏽‍🦲;mand: medium teint og skaldet;mand|mand: medium teint og skaldet|medium teint|menneske|person|skaldet
	👨🏾‍🦲;mand: medium til mørk teint og skaldet;mand|mand: medium til mørk teint og skaldet|medium til mørk teint|menneske|person|skaldet
	👨🏿‍🦲;mand: mørk teint og skaldet;mand|mand: mørk teint og skaldet|menneske|mørk teint|person|skaldet
👩;kvinde;kvinde|menneske|person
	👩🏻;kvinde: lys teint;kvinde|kvinde: lys teint|lys teint|menneske|person
	👩🏼;kvinde: medium til lys teint;kvinde|kvinde: medium til lys teint|medium til lys teint|menneske|person
	👩🏽;kvinde: medium teint;kvinde|kvinde: medium teint|medium teint|menneske|person
	👩🏾;kvinde: medium til mørk teint;kvinde|kvinde: medium til mørk teint|medium til mørk teint|menneske|person
	👩🏿;kvinde: mørk teint;kvinde|kvinde: mørk teint|menneske|mørk teint|person
👩‍🦰;kvinde: rødt hår;kvinde|kvinde: rødt hår|menneske|person|rødt hår
	👩🏻‍🦰;kvinde: lys teint og rødt hår;kvinde|kvinde: lys teint og rødt hår|lys teint|menneske|person|rødt hår
	👩🏼‍🦰;kvinde: medium til lys teint og rødt hår;kvinde|kvinde: medium til lys teint og rødt hår|medium til lys teint|menneske|person|rødt hår
	👩🏽‍🦰;kvinde: medium teint og rødt hår;kvinde|kvinde: medium teint og rødt hår|medium teint|menneske|person|rødt hår
	👩🏾‍🦰;kvinde: medium til mørk teint og rødt hår;kvinde|kvinde: medium til mørk teint og rødt hår|medium til mørk teint|menneske|person|rødt hår
	👩🏿‍🦰;kvinde: mørk teint og rødt hår;kvinde|kvinde: mørk teint og rødt hår|menneske|mørk teint|person|rødt hår
🧑‍🦰;voksen: rødt hår;person|rødt hår|voksen|voksen: rødt hår
	🧑🏻‍🦰;voksen: lys teint og rødt hår;lys teint|person|rødt hår|voksen|voksen: lys teint og rødt hår
	🧑🏼‍🦰;voksen: medium til lys teint og rødt hår;medium til lys teint|person|rødt hår|voksen|voksen: medium til lys teint og rødt hår
	🧑🏽‍🦰;voksen: medium teint og rødt hår;medium teint|person|rødt hår|voksen|voksen: medium teint og rødt hår
	🧑🏾‍🦰;voksen: medium til mørk teint og rødt hår;medium til mørk teint|person|rødt hår|voksen|voksen: medium til mørk teint og rødt hår
	🧑🏿‍🦰;voksen: mørk teint og rødt hår;mørk teint|person|rødt hår|voksen|voksen: mørk teint og rødt hår
👩‍🦱;kvinde: krøllet hår;krøllet hår|kvinde|kvinde: krøllet hår|menneske|person
	👩🏻‍🦱;kvinde: lys teint og krøllet hår;krøllet hår|kvinde|kvinde: lys teint og krøllet hår|lys teint|menneske|person
	👩🏼‍🦱;kvinde: medium til lys teint og krøllet hår;krøllet hår|kvinde|kvinde: medium til lys teint og krøllet hår|medium til lys teint|menneske|person
	👩🏽‍🦱;kvinde: medium teint og krøllet hår;krøllet hår|kvinde|kvinde: medium teint og krøllet hår|medium teint|menneske|person
	👩🏾‍🦱;kvinde: medium til mørk teint og krøllet hår;krøllet hår|kvinde|kvinde: medium til mørk teint og krøllet hår|medium til mørk teint|menneske|person
	👩🏿‍🦱;kvinde: mørk teint og krøllet hår;krøllet hår|kvinde|kvinde: mørk teint og krøllet hår|menneske|mørk teint|person
🧑‍🦱;voksen: krøllet hår;krøllet hår|person|voksen|voksen: krøllet hår
	🧑🏻‍🦱;voksen: lys teint og krøllet hår;krøllet hår|lys teint|person|voksen|voksen: lys teint og krøllet hår
	🧑🏼‍🦱;voksen: medium til lys teint og krøllet hår;krøllet hår|medium til lys teint|person|voksen|voksen: medium til lys teint og krøllet hår
	🧑🏽‍🦱;voksen: medium teint og krøllet hår;krøllet hår|medium teint|person|voksen|voksen: medium teint og krøllet hår
	🧑🏾‍🦱;voksen: medium til mørk teint og krøllet hår;krøllet hår|medium til mørk teint|person|voksen|voksen: medium til mørk teint og krøllet hår
	🧑🏿‍🦱;voksen: mørk teint og krøllet hår;krøllet hår|mørk teint|person|voksen|voksen: mørk teint og krøllet hår
👩‍🦳;kvinde: hvidt hår;hvidt hår|kvinde|kvinde: hvidt hår|menneske|person
	👩🏻‍🦳;kvinde: lys teint og hvidt hår;hvidt hår|kvinde|kvinde: lys teint og hvidt hår|lys teint|menneske|person
	👩🏼‍🦳;kvinde: medium til lys teint og hvidt hår;hvidt hår|kvinde|kvinde: medium til lys teint og hvidt hår|medium til lys teint|menneske|person
	👩🏽‍🦳;kvinde: medium teint og hvidt hår;hvidt hår|kvinde|kvinde: medium teint og hvidt hår|medium teint|menneske|person
	👩🏾‍🦳;kvinde: medium til mørk teint og hvidt hår;hvidt hår|kvinde|kvinde: medium til mørk teint og hvidt hår|medium til mørk teint|menneske|person
	👩🏿‍🦳;kvinde: mørk teint og hvidt hår;hvidt hår|kvinde|kvinde: mørk teint og hvidt hår|menneske|mørk teint|person
🧑‍🦳;voksen: hvidt hår;hvidt hår|person|voksen|voksen: hvidt hår
	🧑🏻‍🦳;voksen: lys teint og hvidt hår;hvidt hår|lys teint|person|voksen|voksen: lys teint og hvidt hår
	🧑🏼‍🦳;voksen: medium til lys teint og hvidt hår;hvidt hår|medium til lys teint|person|voksen|voksen: medium til lys teint og hvidt hår
	🧑🏽‍🦳;voksen: medium teint og hvidt hår;hvidt hår|medium teint|person|voksen|voksen: medium teint og hvidt hår
	🧑🏾‍🦳;voksen: medium til mørk teint og hvidt hår;hvidt hår|medium til mørk teint|person|voksen|voksen: medium til mørk teint og hvidt hår
	🧑🏿‍🦳;voksen: mørk teint og hvidt hår;hvidt hår|mørk teint|person|voksen|voksen: mørk teint og hvidt hår
👩‍🦲;kvinde: skaldet;kvinde|kvinde: skaldet|menneske|person|skaldet
	👩🏻‍🦲;kvinde: lys teint og skaldet;kvinde|kvinde: lys teint og skaldet|lys teint|menneske|person|skaldet
	👩🏼‍🦲;kvinde: medium til lys teint og skaldet;kvinde|kvinde: medium til lys teint og skaldet|medium til lys teint|menneske|person|skaldet
	👩🏽‍🦲;kvinde: medium teint og skaldet;kvinde|kvinde: medium teint og skaldet|medium teint|menneske|person|skaldet
	👩🏾‍🦲;kvinde: medium til mørk teint og skaldet;kvinde|kvinde: medium til mørk teint og skaldet|medium til mørk teint|menneske|person|skaldet
	👩🏿‍🦲;kvinde: mørk teint og skaldet;kvinde|kvinde: mørk teint og skaldet|menneske|mørk teint|person|skaldet
🧑‍🦲;voksen: skaldet;person|skaldet|voksen|voksen: skaldet
	🧑🏻‍🦲;voksen: lys teint og skaldet;lys teint|person|skaldet|voksen|voksen: lys teint og skaldet
	🧑🏼‍🦲;voksen: medium til lys teint og skaldet;medium til lys teint|person|skaldet|voksen|voksen: medium til lys teint og skaldet
	🧑🏽‍🦲;voksen: medium teint og skaldet;medium teint|person|skaldet|voksen|voksen: medium teint og skaldet
	🧑🏾‍🦲;voksen: medium til mørk teint og skaldet;medium til mørk teint|person|skaldet|voksen|voksen: medium til mørk teint og skaldet
	🧑🏿‍🦲;voksen: mørk teint og skaldet;mørk teint|person|skaldet|voksen|voksen: mørk teint og skaldet
👱‍♀️;blond kvinde;blond kvinde|blondine|kvinde|lyshåret
	👱🏻‍♀️;blond kvinde: lys teint;blond kvinde|blond kvinde: lys teint|blondine|kvinde|lys teint|lyshåret
	👱🏼‍♀️;blond kvinde: medium til lys teint;blond kvinde|blond kvinde: medium til lys teint|blondine|kvinde|lyshåret|medium til lys teint
	👱🏽‍♀️;blond kvinde: medium teint;blond kvinde|blond kvinde: medium teint|blondine|kvinde|lyshåret|medium teint
	👱🏾‍♀️;blond kvinde: medium til mørk teint;blond kvinde|blond kvinde: medium til mørk teint|blondine|kvinde|lyshåret|medium til mørk teint
	👱🏿‍♀️;blond kvinde: mørk teint;blond kvinde|blond kvinde: mørk teint|blondine|kvinde|lyshåret|mørk teint
👱‍♂️;blond mand;blond|lyshåret|mand
	👱🏻‍♂️;blond mand: lys teint;blond|blond mand: lys teint|lys teint|lyshåret|mand
	👱🏼‍♂️;blond mand: medium til lys teint;blond|blond mand: medium til lys teint|lyshåret|mand|medium til lys teint
	👱🏽‍♂️;blond mand: medium teint;blond|blond mand: medium teint|lyshåret|mand|medium teint
	👱🏾‍♂️;blond mand: medium til mørk teint;blond|blond mand: medium til mørk teint|lyshåret|mand|medium til mørk teint
	👱🏿‍♂️;blond mand: mørk teint;blond|blond mand: mørk teint|lyshåret|mand|mørk teint
🧓;ældre menneske;ældre menneske|gammel person|voksen
	🧓🏻;ældre menneske: lys teint;ældre menneske|ældre menneske: lys teint|gammel person|lys teint|voksen
	🧓🏼;ældre menneske: medium til lys teint;ældre menneske|ældre menneske: medium til lys teint|gammel person|medium til lys teint|voksen
	🧓🏽;ældre menneske: medium teint;ældre menneske|ældre menneske: medium teint|gammel person|medium teint|voksen
	🧓🏾;ældre menneske: medium til mørk teint;ældre menneske|ældre menneske: medium til mørk teint|gammel person|medium til mørk teint|voksen
	🧓🏿;ældre menneske: mørk teint;ældre menneske|ældre menneske: mørk teint|gammel person|mørk teint|voksen
👴;gammel mand;gammel mand|mand|menneske
	👴🏻;gammel mand: lys teint;gammel mand|gammel mand: lys teint|lys teint|mand|menneske
	👴🏼;gammel mand: medium til lys teint;gammel mand|gammel mand: medium til lys teint|mand|medium til lys teint|menneske
	👴🏽;gammel mand: medium teint;gammel mand|gammel mand: medium teint|mand|medium teint|menneske
	👴🏾;gammel mand: medium til mørk teint;gammel mand|gammel mand: medium til mørk teint|mand|medium til mørk teint|menneske
	👴🏿;gammel mand: mørk teint;gammel mand|gammel mand: mørk teint|mand|menneske|mørk teint
👵;gammel kvinde;gammel kvinde|kvinde|menneske
	👵🏻;gammel kvinde: lys teint;gammel kvinde|gammel kvinde: lys teint|kvinde|lys teint|menneske
	👵🏼;gammel kvinde: medium til lys teint;gammel kvinde|gammel kvinde: medium til lys teint|kvinde|medium til lys teint|menneske
	👵🏽;gammel kvinde: medium teint;gammel kvinde|gammel kvinde: medium teint|kvinde|medium teint|menneske
	👵🏾;gammel kvinde: medium til mørk teint;gammel kvinde|gammel kvinde: medium til mørk teint|kvinde|medium til mørk teint|menneske
	👵🏿;gammel kvinde: mørk teint;gammel kvinde|gammel kvinde: mørk teint|kvinde|menneske|mørk teint
🙍;Utilfreds person;alvorlig mine|udtryk|utilfreds|Utilfreds person
	🙍🏻;Utilfreds person: lys teint;alvorlig mine|lys teint|udtryk|utilfreds|Utilfreds person|Utilfreds person: lys teint
	🙍🏼;Utilfreds person: medium til lys teint;alvorlig mine|medium til lys teint|udtryk|utilfreds|Utilfreds person|Utilfreds person: medium til lys teint
	🙍🏽;Utilfreds person: medium teint;alvorlig mine|medium teint|udtryk|utilfreds|Utilfreds person|Utilfreds person: medium teint
	🙍🏾;Utilfreds person: medium til mørk teint;alvorlig mine|medium til mørk teint|udtryk|utilfreds|Utilfreds person|Utilfreds person: medium til mørk teint
	🙍🏿;Utilfreds person: mørk teint;alvorlig mine|mørk teint|udtryk|utilfreds|Utilfreds person|Utilfreds person: mørk teint
🙍‍♂️;Utilfreds mand;mand|mand med alvorlig mine|panderynken|utilfreds
	🙍🏻‍♂️;Utilfreds mand: lys teint;lys teint|mand|mand med alvorlig mine|panderynken|utilfreds|Utilfreds mand: lys teint
	🙍🏼‍♂️;Utilfreds mand: medium til lys teint;mand|mand med alvorlig mine|medium til lys teint|panderynken|utilfreds|Utilfreds mand: medium til lys teint
	🙍🏽‍♂️;Utilfreds mand: medium teint;mand|mand med alvorlig mine|medium teint|panderynken|utilfreds|Utilfreds mand: medium teint
	🙍🏾‍♂️;Utilfreds mand: medium til mørk teint;mand|mand med alvorlig mine|medium til mørk teint|panderynken|utilfreds|Utilfreds mand: medium til mørk teint
	🙍🏿‍♂️;Utilfreds mand: mørk teint;mand|mand med alvorlig mine|mørk teint|panderynken|utilfreds|Utilfreds mand: mørk teint
🙍‍♀️;Utilfreds kvinde;kvinde|kvinde med alvorlig mine|panderynken|utilfreds
	🙍🏻‍♀️;Utilfreds kvinde: lys teint;kvinde|kvinde med alvorlig mine|lys teint|panderynken|utilfreds|Utilfreds kvinde: lys teint
	🙍🏼‍♀️;Utilfreds kvinde: medium til lys teint;kvinde|kvinde med alvorlig mine|medium til lys teint|panderynken|utilfreds|Utilfreds kvinde: medium til lys teint
	🙍🏽‍♀️;Utilfreds kvinde: medium teint;kvinde|kvinde med alvorlig mine|medium teint|panderynken|utilfreds|Utilfreds kvinde: medium teint
	🙍🏾‍♀️;Utilfreds kvinde: medium til mørk teint;kvinde|kvinde med alvorlig mine|medium til mørk teint|panderynken|utilfreds|Utilfreds kvinde: medium til mørk teint
	🙍🏿‍♀️;Utilfreds kvinde: mørk teint;kvinde|kvinde med alvorlig mine|mørk teint|panderynken|utilfreds|Utilfreds kvinde: mørk teint
🙎;surmulende person;gestus|surmule|surmulende person
	🙎🏻;surmulende person: lys teint;gestus|lys teint|surmule|surmulende person|surmulende person: lys teint
	🙎🏼;surmulende person: medium til lys teint;gestus|medium til lys teint|surmule|surmulende person|surmulende person: medium til lys teint
	🙎🏽;surmulende person: medium teint;gestus|medium teint|surmule|surmulende person|surmulende person: medium teint
	🙎🏾;surmulende person: medium til mørk teint;gestus|medium til mørk teint|surmule|surmulende person|surmulende person: medium til mørk teint
	🙎🏿;surmulende person: mørk teint;gestus|mørk teint|surmule|surmulende person|surmulende person: mørk teint
🙎‍♂️;surmulende mand;mand|sur|surmule|surmulende mand|utilfreds
	🙎🏻‍♂️;surmulende mand: lys teint;lys teint|mand|sur|surmule|surmulende mand|surmulende mand: lys teint|utilfreds
	🙎🏼‍♂️;surmulende mand: medium til lys teint;mand|medium til lys teint|sur|surmule|surmulende mand|surmulende mand: medium til lys teint|utilfreds
	🙎🏽‍♂️;surmulende mand: medium teint;mand|medium teint|sur|surmule|surmulende mand|surmulende mand: medium teint|utilfreds
	🙎🏾‍♂️;surmulende mand: medium til mørk teint;mand|medium til mørk teint|sur|surmule|surmulende mand|surmulende mand: medium til mørk teint|utilfreds
	🙎🏿‍♂️;surmulende mand: mørk teint;mand|mørk teint|sur|surmule|surmulende mand|surmulende mand: mørk teint|utilfreds
🙎‍♀️;surmulende kvinde;kvinde|sur|surmule|surmulende kvinde|utilfreds
	🙎🏻‍♀️;surmulende kvinde: lys teint;kvinde|lys teint|sur|surmule|surmulende kvinde|surmulende kvinde: lys teint|utilfreds
	🙎🏼‍♀️;surmulende kvinde: medium til lys teint;kvinde|medium til lys teint|sur|surmule|surmulende kvinde|surmulende kvinde: medium til lys teint|utilfreds
	🙎🏽‍♀️;surmulende kvinde: medium teint;kvinde|medium teint|sur|surmule|surmulende kvinde|surmulende kvinde: medium teint|utilfreds
	🙎🏾‍♀️;surmulende kvinde: medium til mørk teint;kvinde|medium til mørk teint|sur|surmule|surmulende kvinde|surmulende kvinde: medium til mørk teint|utilfreds
	🙎🏿‍♀️;surmulende kvinde: mørk teint;kvinde|mørk teint|sur|surmule|surmulende kvinde|surmulende kvinde: mørk teint|utilfreds
🙅;signalerer nej;forbudt|nej|signalerer nej
	🙅🏻;signalerer nej: lys teint;forbudt|lys teint|nej|signalerer nej|signalerer nej: lys teint
	🙅🏼;signalerer nej: medium til lys teint;forbudt|medium til lys teint|nej|signalerer nej|signalerer nej: medium til lys teint
	🙅🏽;signalerer nej: medium teint;forbudt|medium teint|nej|signalerer nej|signalerer nej: medium teint
	🙅🏾;signalerer nej: medium til mørk teint;forbudt|medium til mørk teint|nej|signalerer nej|signalerer nej: medium til mørk teint
	🙅🏿;signalerer nej: mørk teint;forbudt|mørk teint|nej|signalerer nej|signalerer nej: mørk teint
🙅‍♂️;mand signalerer nej;forbudt|gestus|ikke i orden|mand|mand signalerer nej|nej
	🙅🏻‍♂️;mand signalerer nej: lys teint;forbudt|gestus|ikke i orden|lys teint|mand|mand signalerer nej|mand signalerer nej: lys teint|nej
	🙅🏼‍♂️;mand signalerer nej: medium til lys teint;forbudt|gestus|ikke i orden|mand|mand signalerer nej|mand signalerer nej: medium til lys teint|medium til lys teint|nej
	🙅🏽‍♂️;mand signalerer nej: medium teint;forbudt|gestus|ikke i orden|mand|mand signalerer nej|mand signalerer nej: medium teint|medium teint|nej
	🙅🏾‍♂️;mand signalerer nej: medium til mørk teint;forbudt|gestus|ikke i orden|mand|mand signalerer nej|mand signalerer nej: medium til mørk teint|medium til mørk teint|nej
	🙅🏿‍♂️;mand signalerer nej: mørk teint;forbudt|gestus|ikke i orden|mand|mand signalerer nej|mand signalerer nej: mørk teint|mørk teint|nej
🙅‍♀️;kvinde signalerer nej;forbudt|gestus|ikke i orden|kvinde|kvinde signalerer nej|nej
	🙅🏻‍♀️;kvinde signalerer nej: lys teint;forbudt|gestus|ikke i orden|kvinde|kvinde signalerer nej|kvinde signalerer nej: lys teint|lys teint|nej
	🙅🏼‍♀️;kvinde signalerer nej: medium til lys teint;forbudt|gestus|ikke i orden|kvinde|kvinde signalerer nej|kvinde signalerer nej: medium til lys teint|medium til lys teint|nej
	🙅🏽‍♀️;kvinde signalerer nej: medium teint;forbudt|gestus|ikke i orden|kvinde|kvinde signalerer nej|kvinde signalerer nej: medium teint|medium teint|nej
	🙅🏾‍♀️;kvinde signalerer nej: medium til mørk teint;forbudt|gestus|ikke i orden|kvinde|kvinde signalerer nej|kvinde signalerer nej: medium til mørk teint|medium til mørk teint|nej
	🙅🏿‍♀️;kvinde signalerer nej: mørk teint;forbudt|gestus|ikke i orden|kvinde|kvinde signalerer nej|kvinde signalerer nej: mørk teint|mørk teint|nej
🙆;signalerer ok;allright|ansigt|signalerer ok
	🙆🏻;signalerer ok: lys teint;allright|ansigt|lys teint|signalerer ok|signalerer ok: lys teint
	🙆🏼;signalerer ok: medium til lys teint;allright|ansigt|medium til lys teint|signalerer ok|signalerer ok: medium til lys teint
	🙆🏽;signalerer ok: medium teint;allright|ansigt|medium teint|signalerer ok|signalerer ok: medium teint
	🙆🏾;signalerer ok: medium til mørk teint;allright|ansigt|medium til mørk teint|signalerer ok|signalerer ok: medium til mørk teint
	🙆🏿;signalerer ok: mørk teint;allright|ansigt|mørk teint|signalerer ok|signalerer ok: mørk teint
🙆‍♂️;mand signalerer ok;gestus|i orden|mand|mand signalerer ok|ok|tilladt
	🙆🏻‍♂️;mand signalerer ok: lys teint;gestus|i orden|lys teint|mand|mand signalerer ok|mand signalerer ok: lys teint|ok|tilladt
	🙆🏼‍♂️;mand signalerer ok: medium til lys teint;gestus|i orden|mand|mand signalerer ok|mand signalerer ok: medium til lys teint|medium til lys teint|ok|tilladt
	🙆🏽‍♂️;mand signalerer ok: medium teint;gestus|i orden|mand|mand signalerer ok|mand signalerer ok: medium teint|medium teint|ok|tilladt
	🙆🏾‍♂️;mand signalerer ok: medium til mørk teint;gestus|i orden|mand|mand signalerer ok|mand signalerer ok: medium til mørk teint|medium til mørk teint|ok|tilladt
	🙆🏿‍♂️;mand signalerer ok: mørk teint;gestus|i orden|mand|mand signalerer ok|mand signalerer ok: mørk teint|mørk teint|ok|tilladt
🙆‍♀️;kvinde signalerer ok;gestus|i orden|kvinde|kvinde signalerer ok|ok|tilladt
	🙆🏻‍♀️;kvinde signalerer ok: lys teint;gestus|i orden|kvinde|kvinde signalerer ok|kvinde signalerer ok: lys teint|lys teint|ok|tilladt
	🙆🏼‍♀️;kvinde signalerer ok: medium til lys teint;gestus|i orden|kvinde|kvinde signalerer ok|kvinde signalerer ok: medium til lys teint|medium til lys teint|ok|tilladt
	🙆🏽‍♀️;kvinde signalerer ok: medium teint;gestus|i orden|kvinde|kvinde signalerer ok|kvinde signalerer ok: medium teint|medium teint|ok|tilladt
	🙆🏾‍♀️;kvinde signalerer ok: medium til mørk teint;gestus|i orden|kvinde|kvinde signalerer ok|kvinde signalerer ok: medium til mørk teint|medium til mørk teint|ok|tilladt
	🙆🏿‍♀️;kvinde signalerer ok: mørk teint;gestus|i orden|kvinde|kvinde signalerer ok|kvinde signalerer ok: mørk teint|mørk teint|ok|tilladt
💁;person vender håndfladen op;hjælp|person vender håndfladen op
	💁🏻;person vender håndfladen op: lys teint;hjælp|lys teint|person vender håndfladen op|person vender håndfladen op: lys teint
	💁🏼;person vender håndfladen op: medium til lys teint;hjælp|medium til lys teint|person vender håndfladen op|person vender håndfladen op: medium til lys teint
	💁🏽;person vender håndfladen op: medium teint;hjælp|medium teint|person vender håndfladen op|person vender håndfladen op: medium teint
	💁🏾;person vender håndfladen op: medium til mørk teint;hjælp|medium til mørk teint|person vender håndfladen op|person vender håndfladen op: medium til mørk teint
	💁🏿;person vender håndfladen op: mørk teint;hjælp|mørk teint|person vender håndfladen op|person vender håndfladen op: mørk teint
💁‍♂️;mand vender håndfladen op;flabet|hjælp|information|mand|mand vender håndfladen op
	💁🏻‍♂️;mand vender håndfladen op: lys teint;flabet|hjælp|information|lys teint|mand|mand vender håndfladen op|mand vender håndfladen op: lys teint
	💁🏼‍♂️;mand vender håndfladen op: medium til lys teint;flabet|hjælp|information|mand|mand vender håndfladen op|mand vender håndfladen op: medium til lys teint|medium til lys teint
	💁🏽‍♂️;mand vender håndfladen op: medium teint;flabet|hjælp|information|mand|mand vender håndfladen op|mand vender håndfladen op: medium teint|medium teint
	💁🏾‍♂️;mand vender håndfladen op: medium til mørk teint;flabet|hjælp|information|mand|mand vender håndfladen op|mand vender håndfladen op: medium til mørk teint|medium til mørk teint
	💁🏿‍♂️;mand vender håndfladen op: mørk teint;flabet|hjælp|information|mand|mand vender håndfladen op|mand vender håndfladen op: mørk teint|mørk teint
💁‍♀️;kvinde vender håndfladen op;flabet|håndflade|hjælp|information|kvinde|kvinde vender håndfladen op
	💁🏻‍♀️;kvinde vender håndfladen op: lys teint;flabet|håndflade|hjælp|information|kvinde|kvinde vender håndfladen op|kvinde vender håndfladen op: lys teint|lys teint
	💁🏼‍♀️;kvinde vender håndfladen op: medium til lys teint;flabet|håndflade|hjælp|information|kvinde|kvinde vender håndfladen op|kvinde vender håndfladen op: medium til lys teint|medium til lys teint
	💁🏽‍♀️;kvinde vender håndfladen op: medium teint;flabet|håndflade|hjælp|information|kvinde|kvinde vender håndfladen op|kvinde vender håndfladen op: medium teint|medium teint
	💁🏾‍♀️;kvinde vender håndfladen op: medium til mørk teint;flabet|håndflade|hjælp|information|kvinde|kvinde vender håndfladen op|kvinde vender håndfladen op: medium til mørk teint|medium til mørk teint
	💁🏿‍♀️;kvinde vender håndfladen op: mørk teint;flabet|håndflade|hjælp|information|kvinde|kvinde vender håndfladen op|kvinde vender håndfladen op: mørk teint|mørk teint
🙋;person med løftet hånd;hej|løftet hånd|person med løftet hånd
	🙋🏻;person med løftet hånd: lys teint;hej|løftet hånd|lys teint|person med løftet hånd|person med løftet hånd: lys teint
